ID,Product Name,Category,Price,Tax
128,Product_128,Category_15,336.92,5.71
129,Product_129,Category_4,305.23,7.07
130,Product_130,Category_1,121.82,1.59
131,Product_131,Category_7,263.67,15.23
132,Product_132,Category_12,31.35,16.64
133,Product_133,Category_12,125.98,16.64
134,Product_134,Category_13,161.93,9.82
135,Product_135,Category_12,26.85,16.64
136,Product_136,Category_8,278.04,4.87
137,Product_137,Category_20,103.03,7.01
138,Product_138,Category_8,451.90,4.87
139,Product_139,Category_2,451.58,5.19
140,Product_140,Category_13,290.77,9.82
141,Product_141,Category_1,6.79,1.59
142,Product_142,Category_6,447.70,10.37
143,Product_143,Category_2,136.33,5.19
144,Product_144,Category_11,252.44,2.04
145,Product_145,Category_11,70.66,2.04
146,Product_146,Category_18,455.45,1.76
147,Product_147,Category_10,432.34,1.96
148,Product_148,Category_15,166.00,5.71
149,Product_149,Category_19,342.02,12.09
150,Product_150,Category_5,481.85,15.25
151,Product_151,Category_18,107.41,1.76
152,Product_152,Category_3,383.91,9.60
153,Product_153,Category_18,24.38,1.76
154,Product_154,Category_18,297.39,1.76
155,Product_155,Category_6,138.27,10.37
156,Product_156,Category_3,386.35,9.60
157,Product_157,Category_8,308.93,4.87
158,Product_158,Category_8,102.48,4.87
159,Product_159,Category_16,123.42,10.21
160,Product_160,Category_14,194.54,18.89
161,Product_161,Category_4,241.76,7.07
162,Product_162,Category_9,443.57,17.02
163,Product_163,Category_9,19.01,17.02
164,Product_164,Category_5,34.50,15.25
165,Product_165,Category_2,184.62,5.19
166,Product_166,Category_20,185.72,7.01
167,Product_167,Category_4,155.21,7.07
168,Product_168,Category_14,475.45,18.89
169,Product_169,Category_11,120.40,2.04
170,Product_170,Category_9,367.22,17.02
171,Product_171,Category_16,108.59,10.21
172,Product_172,Category_6,90.25,10.37
173,Product_173,Category_8,228.87,4.87
174,Product_174,Category_11,73.47,2.04
175,Product_175,Category_19,137.15,12.09
176,Product_176,Category_4,193.90,7.07
177,Product_177,Category_18,397.66,1.76
178,Product_178,Category_15,493.22,5.71
179,Product_179,Category_14,95.85,18.89
180,Product_180,Category_7,162.08,15.23
181,Product_181,Category_5,266.51,15.25
182,Product_182,Category_11,96.00,2.04
183,Product_183,Category_9,389.14,17.02
184,Product_184,Category_18,455.68,1.76
185,Product_185,Category_9,169.13,17.02
186,Product_186,Category_19,246.96,12.09
187,Product_187,Category_13,235.19,9.82
188,Product_188,Category_19,56.53,12.09
189,Product_189,Category_19,449.58,12.09
190,Product_190,Category_6,15.65,10.37
191,Product_191,Category_10,294.22,1.96
192,Product_192,Category_5,202.88,15.25
193,Product_193,Category_16,389.48,10.21
194,Product_194,Category_10,240.18,1.96
195,Product_195,Category_18,259.90,1.76
196,Product_196,Category_12,267.11,16.64
197,Product_197,Category_5,348.99,15.25
198,Product_198,Category_18,15.58,1.76
199,Product_199,Category_3,256.98,9.60
200,Product_200,Category_1,232.28,1.59
201,Product_201,Category_5,180.47,15.25
202,Product_202,Category_8,287.72,4.87
203,Product_203,Category_6,412.32,10.37
204,Product_204,Category_8,52.17,4.87
205,Product_205,Category_16,94.86,10.21
206,Product_206,Category_6,453.04,10.37
207,Product_207,Category_11,151.79,2.04
208,Product_208,Category_13,347.94,9.82
209,Product_209,Category_8,425.94,4.87
210,Product_210,Category_20,69.13,7.01
211,Product_211,Category_8,457.87,4.87
212,Product_212,Category_11,2.61,2.04
213,Product_213,Category_11,81.11,2.04
214,Product_214,Category_18,426.51,1.76
215,Product_215,Category_18,0.94,1.76
216,Product_216,Category_14,200.43,18.89
217,Product_217,Category_4,418.74,7.07
218,Product_218,Category_1,395.00,1.59
219,Product_219,Category_15,266.39,5.71
220,Product_220,Category_7,16.51,15.23
221,Product_221,Category_15,458.02,5.71
222,Product_222,Category_8,218.03,4.87
223,Product_223,Category_19,304.11,12.09
224,Product_224,Category_1,237.89,1.59
225,Product_225,Category_19,192.23,12.09
226,Product_226,Category_15,394.48,5.71
227,Product_227,Category_9,143.42,17.02
228,Product_228,Category_4,210.90,7.07
229,Product_229,Category_10,342.51,1.96
230,Product_230,Category_2,376.94,5.19
231,Product_231,Category_1,390.63,1.59
232,Product_232,Category_2,226.03,5.19
233,Product_233,Category_9,148.88,17.02
234,Product_234,Category_11,413.70,2.04
235,Product_235,Category_1,76.05,1.59
236,Product_236,Category_11,490.77,2.04
237,Product_237,Category_18,479.15,1.76
238,Product_238,Category_20,280.07,7.01
239,Product_239,Category_4,189.59,7.07
240,Product_240,Category_2,327.12,5.19
241,Product_241,Category_12,311.99,16.64
242,Product_242,Category_3,172.86,9.60
243,Product_243,Category_12,50.22,16.64
244,Product_244,Category_11,402.70,2.04
245,Product_245,Category_9,387.35,17.02
246,Product_246,Category_19,101.94,12.09
247,Product_247,Category_15,329.61,5.71
248,Product_248,Category_13,268.06,9.82
249,Product_249,Category_1,127.37,1.59
250,Product_250,Category_10,401.42,1.96
251,Product_251,Category_8,244.64,4.87
252,Product_252,Category_4,411.55,7.07
253,Product_253,Category_4,475.62,7.07
254,Product_254,Category_19,88.06,12.09
255,Product_255,Category_2,181.28,5.19
256,Product_256,Category_18,291.76,1.76
257,Product_257,Category_11,208.82,2.04
258,Product_258,Category_17,308.24,8.62
259,Product_259,Category_4,185.03,7.07
260,Product_260,Category_19,481.46,12.09
261,Product_261,Category_7,182.40,15.23
262,Product_262,Category_7,215.41,15.23
263,Product_263,Category_7,189.26,15.23
264,Product_264,Category_18,420.26,1.76
265,Product_265,Category_4,398.35,7.07
266,Product_266,Category_5,249.04,15.25
267,Product_267,Category_7,445.79,15.23
268,Product_268,Category_2,409.19,5.19
269,Product_269,Category_19,447.24,12.09
270,Product_270,Category_3,459.69,9.60
271,Product_271,Category_20,338.24,7.01
272,Product_272,Category_20,232.21,7.01
273,Product_273,Category_16,381.38,10.21
274,Product_274,Category_13,435.14,9.82
275,Product_275,Category_8,479.59,4.87
276,Product_276,Category_4,37.30,7.07
277,Product_277,Category_12,75.34,16.64
278,Product_278,Category_14,267.80,18.89
279,Product_279,Category_12,176.74,16.64
280,Product_280,Category_10,87.61,1.96
281,Product_281,Category_18,407.23,1.76
282,Product_282,Category_18,67.74,1.76
283,Product_283,Category_4,401.69,7.07
284,Product_284,Category_16,102.12,10.21
285,Product_285,Category_19,369.78,12.09
286,Product_286,Category_17,363.24,8.62
287,Product_287,Category_18,140.84,1.76
288,Product_288,Category_5,460.60,15.25
289,Product_289,Category_6,403.28,10.37
290,Product_290,Category_18,445.14,1.76
291,Product_291,Category_5,221.09,15.25
292,Product_292,Category_17,457.69,8.62
293,Product_293,Category_3,276.32,9.60
294,Product_294,Category_20,96.40,7.01
295,Product_295,Category_10,200.94,1.96
296,Product_296,Category_12,55.63,16.64
297,Product_297,Category_6,324.64,10.37
298,Product_298,Category_16,303.44,10.21
299,Product_299,Category_4,27.46,7.07
300,Product_300,Category_1,20.20,1.59
301,Product_301,Category_12,50.99,16.64
302,Product_302,Category_19,482.77,12.09
303,Product_303,Category_18,21.56,1.76
304,Product_304,Category_4,472.58,7.07
305,Product_305,Category_1,182.33,1.59
306,Product_306,Category_4,190.54,7.07
307,Product_307,Category_10,320.76,1.96
308,Product_308,Category_20,468.58,7.01
309,Product_309,Category_19,329.39,12.09
310,Product_310,Category_15,458.72,5.71
311,Product_311,Category_7,395.72,15.23
312,Product_312,Category_6,226.37,10.37
313,Product_313,Category_20,485.46,7.01
314,Product_314,Category_16,290.94,10.21
315,Product_315,Category_6,30.09,10.37
316,Product_316,Category_14,401.05,18.89
317,Product_317,Category_11,117.97,2.04
318,Product_318,Category_19,361.01,12.09
319,Product_319,Category_10,178.12,1.96
320,Product_320,Category_9,145.79,17.02
321,Product_321,Category_9,259.06,17.02
322,Product_322,Category_16,385.53,10.21
323,Product_323,Category_17,274.73,8.62
324,Product_324,Category_10,237.33,1.96
325,Product_325,Category_10,102.91,1.96
326,Product_326,Category_15,463.62,5.71
327,Product_327,Category_20,178.54,7.01
328,Product_328,Category_2,430.38,5.19
329,Product_329,Category_9,482.60,17.02
330,Product_330,Category_7,212.09,15.23
331,Product_331,Category_6,362.20,10.37
332,Product_332,Category_15,57.86,5.71
333,Product_333,Category_4,179.16,7.07
334,Product_334,Category_20,254.93,7.01
335,Product_335,Category_18,493.48,1.76
336,Product_336,Category_13,318.12,9.82
337,Product_337,Category_3,220.23,9.60
338,Product_338,Category_5,69.72,15.25
339,Product_339,Category_17,136.88,8.62
340,Product_340,Category_1,301.19,1.59
341,Product_341,Category_4,126.00,7.07
342,Product_342,Category_16,113.34,10.21
343,Product_343,Category_2,26.73,5.19
344,Product_344,Category_6,15.63,10.37
345,Product_345,Category_7,14.34,15.23
346,Product_346,Category_10,123.98,1.96
347,Product_347,Category_9,368.91,17.02
348,Product_348,Category_18,482.66,1.76
349,Product_349,Category_15,463.28,5.71
350,Product_350,Category_6,384.36,10.37
351,Product_351,Category_11,405.18,2.04
352,Product_352,Category_2,400.26,5.19
353,Product_353,Category_19,208.14,12.09
354,Product_354,Category_15,165.28,5.71
355,Product_355,Category_10,376.97,1.96
356,Product_356,Category_1,386.01,1.59
357,Product_357,Category_10,277.49,1.96
358,Product_358,Category_3,36.36,9.60
359,Product_359,Category_5,363.38,15.25
360,Product_360,Category_18,318.31,1.76
361,Product_361,Category_20,404.44,7.01
362,Product_362,Category_1,144.03,1.59
363,Product_363,Category_10,17.14,1.96
364,Product_364,Category_13,293.23,9.82
365,Product_365,Category_13,200.39,9.82
366,Product_366,Category_18,352.28,1.76
367,Product_367,Category_12,459.64,16.64
368,Product_368,Category_19,254.86,12.09
369,Product_369,Category_1,421.84,1.59
370,Product_370,Category_10,78.70,1.96
371,Product_371,Category_14,353.02,18.89
372,Product_372,Category_12,411.00,16.64
373,Product_373,Category_8,42.25,4.87
374,Product_374,Category_16,477.04,10.21
375,Product_375,Category_18,123.49,1.76
376,Product_376,Category_19,290.20,12.09
377,Product_377,Category_10,9.33,1.96
378,Product_378,Category_6,53.81,10.37
379,Product_379,Category_6,265.93,10.37
380,Product_380,Category_5,245.74,15.25
381,Product_381,Category_17,330.22,8.62
382,Product_382,Category_14,473.40,18.89
383,Product_383,Category_10,171.58,1.96
384,Product_384,Category_6,342.68,10.37
385,Product_385,Category_20,5.63,7.01
386,Product_386,Category_1,477.17,1.59
387,Product_387,Category_8,271.19,4.87
388,Product_388,Category_8,330.94,4.87
389,Product_389,Category_3,39.59,9.60
390,Product_390,Category_12,128.13,16.64
391,Product_391,Category_11,453.96,2.04
392,Product_392,Category_14,11.96,18.89
393,Product_393,Category_14,318.87,18.89
394,Product_394,Category_2,445.25,5.19
395,Product_395,Category_9,419.77,17.02
396,Product_396,Category_7,178.29,15.23
397,Product_397,Category_17,205.41,8.62
398,Product_398,Category_9,482.40,17.02
399,Product_399,Category_8,268.78,4.87
400,Product_400,Category_19,350.55,12.09
401,Product_401,Category_4,439.40,7.07
402,Product_402,Category_13,92.93,9.82
403,Product_403,Category_14,248.71,18.89
404,Product_404,Category_1,48.54,1.59
405,Product_405,Category_9,331.09,17.02
406,Product_406,Category_3,69.28,9.60
407,Product_407,Category_18,417.65,1.76
408,Product_408,Category_15,203.62,5.71
409,Product_409,Category_3,155.33,9.60
410,Product_410,Category_8,236.99,4.87
411,Product_411,Category_19,366.48,12.09
412,Product_412,Category_14,320.14,18.89
413,Product_413,Category_7,111.61,15.23
414,Product_414,Category_20,381.24,7.01
415,Product_415,Category_4,258.36,7.07
416,Product_416,Category_17,71.43,8.62
417,Product_417,Category_1,62.87,1.59
418,Product_418,Category_16,207.80,10.21
419,Product_419,Category_2,464.01,5.19
420,Product_420,Category_4,404.57,7.07
421,Product_421,Category_7,251.66,15.23
422,Product_422,Category_8,199.08,4.87
423,Product_423,Category_16,371.89,10.21
424,Product_424,Category_9,247.70,17.02
425,Product_425,Category_4,333.44,7.07
426,Product_426,Category_3,121.44,9.60
427,Product_427,Category_1,104.37,1.59
428,Product_428,Category_9,288.67,17.02
429,Product_429,Category_13,247.18,9.82
430,Product_430,Category_6,81.19,10.37
431,Product_431,Category_20,354.77,7.01
432,Product_432,Category_5,150.94,15.25
433,Product_433,Category_5,345.05,15.25
434,Product_434,Category_12,43.08,16.64
435,Product_435,Category_10,42.89,1.96
436,Product_436,Category_15,144.28,5.71
437,Product_437,Category_3,63.56,9.60
438,Product_438,Category_20,189.87,7.01
439,Product_439,Category_4,78.23,7.07
440,Product_440,Category_5,441.90,15.25
441,Product_441,Category_8,442.51,4.87
442,Product_442,Category_4,141.60,7.07
443,Product_443,Category_9,334.22,17.02
444,Product_444,Category_20,16.06,7.01
445,Product_445,Category_8,390.12,4.87
446,Product_446,Category_9,382.43,17.02
447,Product_447,Category_15,491.67,5.71
448,Product_448,Category_8,39.77,4.87
449,Product_449,Category_5,190.28,15.25
450,Product_450,Category_20,126.48,7.01
451,Product_451,Category_6,287.30,10.37
452,Product_452,Category_17,142.47,8.62
453,Product_453,Category_14,225.85,18.89
454,Product_454,Category_9,387.85,17.02
455,Product_455,Category_17,258.97,8.62
456,Product_456,Category_20,300.08,7.01
457,Product_457,Category_18,214.70,1.76
458,Product_458,Category_9,101.77,17.02
459,Product_459,Category_20,37.34,7.01
460,Product_460,Category_4,145.22,7.07
461,Product_461,Category_4,413.59,7.07
462,Product_462,Category_15,428.73,5.71
463,Product_463,Category_20,378.04,7.01
464,Product_464,Category_15,238.26,5.71
465,Product_465,Category_20,93.97,7.01
466,Product_466,Category_9,249.77,17.02
467,Product_467,Category_4,360.33,7.07
468,Product_468,Category_3,52.96,9.60
469,Product_469,Category_6,236.97,10.37
470,Product_470,Category_20,441.73,7.01
471,Product_471,Category_15,149.01,5.71
472,Product_472,Category_2,179.41,5.19
473,Product_473,Category_14,66.63,18.89
474,Product_474,Category_6,463.24,10.37
475,Product_475,Category_3,171.19,9.60
476,Product_476,Category_18,437.19,1.76
477,Product_477,Category_11,127.93,2.04
478,Product_478,Category_10,66.54,1.96
479,Product_479,Category_6,133.69,10.37
480,Product_480,Category_1,239.64,1.59
481,Product_481,Category_1,184.65,1.59
482,Product_482,Category_16,243.52,10.21
483,Product_483,Category_4,349.02,7.07
484,Product_484,Category_9,277.27,17.02
485,Product_485,Category_2,187.19,5.19
486,Product_486,Category_7,319.11,15.23
487,Product_487,Category_4,339.73,7.07
488,Product_488,Category_13,227.97,9.82
489,Product_489,Category_4,496.74,7.07
490,Product_490,Category_3,306.33,9.60
491,Product_491,Category_16,1.62,10.21
492,Product_492,Category_15,256.46,5.71
493,Product_493,Category_14,345.78,18.89
494,Product_494,Category_13,494.40,9.82
495,Product_495,Category_15,431.91,5.71
496,Product_496,Category_14,462.82,18.89
497,Product_497,Category_3,417.77,9.60
498,Product_498,Category_1,391.68,1.59
499,Product_499,Category_1,372.04,1.59
500,Product_500,Category_16,318.24,10.21
501,Product_501,Category_19,395.79,12.09
502,Product_502,Category_17,326.87,8.62
503,Product_503,Category_19,245.68,12.09
504,Product_504,Category_8,0.28,4.87
505,Product_505,Category_8,96.05,4.87
506,Product_506,Category_19,387.71,12.09
507,Product_507,Category_11,34.24,2.04
508,Product_508,Category_14,74.08,18.89
509,Product_509,Category_6,246.29,10.37
510,Product_510,Category_3,50.22,9.60
511,Product_511,Category_18,237.77,1.76
512,Product_512,Category_18,145.17,1.76
513,Product_513,Category_15,456.22,5.71
514,Product_514,Category_11,206.77,2.04
515,Product_515,Category_19,457.41,12.09
516,Product_516,Category_5,314.10,15.25
517,Product_517,Category_4,319.88,7.07
518,Product_518,Category_15,143.59,5.71
519,Product_519,Category_12,486.25,16.64
520,Product_520,Category_10,185.95,1.96
521,Product_521,Category_7,9.52,15.23
522,Product_522,Category_20,188.04,7.01
523,Product_523,Category_11,412.16,2.04
524,Product_524,Category_11,117.34,2.04
525,Product_525,Category_15,55.87,5.71
526,Product_526,Category_11,152.94,2.04
527,Product_527,Category_3,138.81,9.60
528,Product_528,Category_5,366.04,15.25
529,Product_529,Category_7,452.16,15.23
530,Product_530,Category_11,266.86,2.04
531,Product_531,Category_1,26.43,1.59
532,Product_532,Category_14,328.51,18.89
533,Product_533,Category_5,441.05,15.25
534,Product_534,Category_11,333.30,2.04
535,Product_535,Category_20,237.69,7.01
536,Product_536,Category_3,477.26,9.60
537,Product_537,Category_19,488.23,12.09
538,Product_538,Category_14,275.37,18.89
539,Product_539,Category_11,181.75,2.04
540,Product_540,Category_19,290.72,12.09
541,Product_541,Category_3,190.07,9.60
542,Product_542,Category_4,449.80,7.07
543,Product_543,Category_4,223.16,7.07
544,Product_544,Category_16,332.53,10.21
545,Product_545,Category_11,263.04,2.04
546,Product_546,Category_3,125.52,9.60
547,Product_547,Category_3,445.37,9.60
548,Product_548,Category_8,142.08,4.87
549,Product_549,Category_1,333.53,1.59
550,Product_550,Category_8,470.67,4.87
551,Product_551,Category_15,208.10,5.71
552,Product_552,Category_9,15.36,17.02
553,Product_553,Category_9,479.01,17.02
554,Product_554,Category_3,413.33,9.60
555,Product_555,Category_16,233.61,10.21
556,Product_556,Category_9,404.58,17.02
557,Product_557,Category_10,436.70,1.96
558,Product_558,Category_3,169.69,9.60
559,Product_559,Category_13,222.28,9.82
560,Product_560,Category_10,389.06,1.96
561,Product_561,Category_16,466.13,10.21
562,Product_562,Category_5,445.58,15.25
563,Product_563,Category_9,198.06,17.02
564,Product_564,Category_13,499.50,9.82
565,Product_565,Category_10,424.50,1.96
566,Product_566,Category_5,191.46,15.25
567,Product_567,Category_12,279.12,16.64
568,Product_568,Category_9,117.23,17.02
569,Product_569,Category_16,288.79,10.21
570,Product_570,Category_14,318.43,18.89
571,Product_571,Category_11,280.88,2.04
572,Product_572,Category_20,89.59,7.01
573,Product_573,Category_10,471.91,1.96
574,Product_574,Category_3,339.82,9.60
575,Product_575,Category_20,119.05,7.01
576,Product_576,Category_7,132.12,15.23
577,Product_577,Category_3,18.52,9.60
578,Product_578,Category_1,357.10,1.59
579,Product_579,Category_9,478.13,17.02
580,Product_580,Category_20,325.24,7.01
581,Product_581,Category_9,203.11,17.02
582,Product_582,Category_6,87.72,10.37
583,Product_583,Category_4,250.37,7.07
584,Product_584,Category_3,483.28,9.60
585,Product_585,Category_9,493.85,17.02
586,Product_586,Category_14,310.71,18.89
587,Product_587,Category_20,304.26,7.01
588,Product_588,Category_4,110.80,7.07
589,Product_589,Category_13,234.53,9.82
590,Product_590,Category_9,239.63,17.02
591,Product_591,Category_19,462.71,12.09
592,Product_592,Category_6,496.03,10.37
593,Product_593,Category_18,77.63,1.76
594,Product_594,Category_3,2.41,9.60
595,Product_595,Category_1,421.68,1.59
596,Product_596,Category_20,106.26,7.01
597,Product_597,Category_17,243.38,8.62
598,Product_598,Category_13,184.55,9.82
599,Product_599,Category_16,25.53,10.21
600,Product_600,Category_1,246.01,1.59
601,Product_601,Category_1,307.33,1.59
602,Product_602,Category_16,351.64,10.21
603,Product_603,Category_12,94.30,16.64
604,Product_604,Category_4,121.40,7.07
605,Product_605,Category_9,351.69,17.02
606,Product_606,Category_2,433.24,5.19
607,Product_607,Category_15,454.38,5.71
608,Product_608,Category_7,199.67,15.23
609,Product_609,Category_2,59.58,5.19
610,Product_610,Category_11,129.29,2.04
611,Product_611,Category_16,300.28,10.21
612,Product_612,Category_5,215.28,15.25
613,Product_613,Category_1,215.26,1.59
614,Product_614,Category_9,458.51,17.02
615,Product_615,Category_19,139.66,12.09
616,Product_616,Category_12,98.42,16.64
617,Product_617,Category_16,238.55,10.21
618,Product_618,Category_12,445.41,16.64
619,Product_619,Category_16,180.95,10.21
620,Product_620,Category_19,143.53,12.09
621,Product_621,Category_18,179.59,1.76
622,Product_622,Category_19,396.37,12.09
623,Product_623,Category_10,479.49,1.96
624,Product_624,Category_11,136.89,2.04
625,Product_625,Category_2,149.43,5.19
626,Product_626,Category_6,199.65,10.37
627,Product_627,Category_15,181.57,5.71
628,Product_628,Category_19,158.60,12.09
629,Product_629,Category_14,442.09,18.89
630,Product_630,Category_5,158.29,15.25
631,Product_631,Category_14,106.44,18.89
632,Product_632,Category_1,393.40,1.59
633,Product_633,Category_6,327.92,10.37
634,Product_634,Category_6,460.74,10.37
635,Product_635,Category_15,459.93,5.71
636,Product_636,Category_6,33.43,10.37
637,Product_637,Category_13,119.28,9.82
638,Product_638,Category_4,292.84,7.07
639,Product_639,Category_11,215.01,2.04
640,Product_640,Category_6,481.27,10.37
641,Product_641,Category_10,142.97,1.96
642,Product_642,Category_16,348.65,10.21
643,Product_643,Category_19,326.71,12.09
644,Product_644,Category_6,465.92,10.37
645,Product_645,Category_19,9.45,12.09
646,Product_646,Category_7,187.35,15.23
647,Product_647,Category_16,135.53,10.21
648,Product_648,Category_3,414.87,9.60
649,Product_649,Category_20,488.85,7.01
650,Product_650,Category_8,21.14,4.87
651,Product_651,Category_6,477.35,10.37
652,Product_652,Category_12,85.03,16.64
653,Product_653,Category_4,268.18,7.07
654,Product_654,Category_16,271.07,10.21
655,Product_655,Category_11,408.99,2.04
656,Product_656,Category_10,357.21,1.96
657,Product_657,Category_13,152.18,9.82
658,Product_658,Category_7,357.18,15.23
659,Product_659,Category_2,475.55,5.19
660,Product_660,Category_20,493.20,7.01
661,Product_661,Category_9,478.54,17.02
662,Product_662,Category_14,160.55,18.89
663,Product_663,Category_7,403.89,15.23
664,Product_664,Category_8,68.15,4.87
665,Product_665,Category_14,478.80,18.89
666,Product_666,Category_14,192.09,18.89
667,Product_667,Category_10,266.02,1.96
668,Product_668,Category_2,169.00,5.19
669,Product_669,Category_6,189.82,10.37
670,Product_670,Category_20,345.33,7.01
671,Product_671,Category_7,203.40,15.23
672,Product_672,Category_16,174.16,10.21
673,Product_673,Category_15,483.42,5.71
674,Product_674,Category_14,306.70,18.89
675,Product_675,Category_13,190.94,9.82
676,Product_676,Category_13,126.09,9.82
677,Product_677,Category_17,345.01,8.62
678,Product_678,Category_20,460.03,7.01
679,Product_679,Category_14,200.43,18.89
680,Product_680,Category_12,450.02,16.64
681,Product_681,Category_16,376.19,10.21
682,Product_682,Category_19,18.78,12.09
683,Product_683,Category_19,98.42,12.09
684,Product_684,Category_2,265.02,5.19
685,Product_685,Category_18,206.76,1.76
686,Product_686,Category_7,453.28,15.23
687,Product_687,Category_17,470.90,8.62
688,Product_688,Category_14,128.90,18.89
689,Product_689,Category_18,432.52,1.76
690,Product_690,Category_3,144.74,9.60
691,Product_691,Category_5,8.00,15.25
692,Product_692,Category_3,169.47,9.60
693,Product_693,Category_1,478.36,1.59
694,Product_694,Category_12,264.28,16.64
695,Product_695,Category_1,435.89,1.59
696,Product_696,Category_7,353.27,15.23
697,Product_697,Category_13,44.16,9.82
698,Product_698,Category_10,393.06,1.96
